epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
132,235.958,1.00572,1.79922,0.88882,1.16876,0.791,0.78299,0.842,0.59204,0.78177,0.77419,0.825,0.52205,0.97938,2.11693,1.02655,1.11842,0.00196297,0.00196297,0.00196297
133,237.735,0.93218,1.61091,0.79635,1.07778,0.77957,0.74194,0.84164,0.57161,0.77238,0.73639,0.82227,0.52351,1.01681,2.13845,1.11224,1.14134,0.00196241,0.00196241,0.00196241
134,239.492,0.94978,1.76295,0.84245,1.11226,0.8299,0.70107,0.82602,0.55728,0.82115,0.71359,0.8144,0.51473,1.07337,2.24141,1.0929,1.17561,0.00196184,0.00196184,0.00196184
135,241.247,0.99942,1.92304,0.88287,1.17441,0.83099,0.70968,0.82755,0.5638,0.78472,0.71621,0.7982,0.48455,1.04315,2.45902,1.05676,1.1555,0.00196127,0.00196127,0.00196127
136,242.983,0.89404,1.56334,0.80536,1.10553,0.81482,0.74842,0.83109,0.56285,0.79964,0.70381,0.78964,0.48662,1.02554,2.51746,1.03107,1.15841,0.00196069,0.00196069,0.00196069
137,244.732,0.84626,1.49554,0.77333,1.06392,0.78877,0.7775,0.83868,0.57696,0.81445,0.73371,0.81996,0.50956,1.00683,2.38529,0.96822,1.12857,0.00196011,0.00196011,0.00196011
138,246.5,0.92338,1.70198,0.79506,1.10082,0.82309,0.7478,0.84264,0.60083,0.82826,0.7566,0.82294,0.49349,0.96393,2.58984,0.99183,1.11342,0.00195953,0.00195953,0.00195953
139,248.233,0.95738,1.62514,0.82663,1.13481,0.83098,0.78006,0.86212,0.60927,0.84302,0.77126,0.83856,0.52221,0.95484,2.44237,0.97568,1.09728,0.00195894,0.00195894,0.00195894
140,249.972,0.95253,1.65913,0.83044,1.12683,0.84755,0.74996,0.87527,0.62005,0.85465,0.75367,0.85637,0.565,0.96003,2.14776,0.89818,1.09308,0.00195834,0.00195834,0.00195834
141,251.805,0.94127,1.68559,0.82889,1.13889,0.80077,0.80059,0.87848,0.62707,0.81114,0.7809,0.85708,0.56279,0.93708,2.13496,0.90167,1.09094,0.00195775,0.00195775,0.00195775
142,253.572,0.828,1.52699,0.76892,1.0789,0.79904,0.79765,0.86247,0.60513,0.815,0.78592,0.84098,0.54447,0.97031,2.21702,0.93242,1.13093,0.00195714,0.00195714,0.00195714
143,255.288,0.9563,1.67199,0.84617,1.13285,0.80405,0.80625,0.86384,0.5884,0.80383,0.80938,0.83559,0.53991,1.0106,2.17172,0.92351,1.15109,0.00195654,0.00195654,0.00195654
144,257.073,1.04623,2.06185,0.99486,1.22851,0.83297,0.82111,0.87949,0.62046,0.8266,0.81525,0.86316,0.57499,0.98096,2.0059,0.87355,1.11308,0.00195593,0.00195593,0.00195593
145,258.848,0.99455,1.86909,0.90031,1.17343,0.83721,0.8144,0.89352,0.64125,0.83136,0.80961,0.88426,0.595,0.96671,1.93125,0.85502,1.09866,0.00195532,0.00195532,0.00195532
146,260.604,0.92273,1.63438,0.82436,1.11757,0.8386,0.80758,0.89104,0.63506,0.85239,0.79179,0.88676,0.5988,0.97021,1.88763,0.85324,1.0902,0.0019547,0.0019547,0.0019547
147,262.335,0.95177,1.7377,0.82778,1.14332,0.82355,0.73021,0.82351,0.5796,0.82563,0.70816,0.8127,0.53417,1.00583,2.02356,0.94637,1.12729,0.00195408,0.00195408,0.00195408
148,264.056,0.8935,1.55918,0.80317,1.09698,0.82498,0.7741,0.84432,0.59527,0.81508,0.76263,0.83779,0.56571,0.99617,1.9108,0.9226,1.11084,0.00195345,0.00195345,0.00195345
149,265.767,0.94313,1.71703,0.84462,1.11673,0.85147,0.76246,0.8675,0.62118,0.85695,0.75953,0.85991,0.5714,0.95052,1.84054,0.88074,1.07927,0.00195282,0.00195282,0.00195282
150,267.472,0.9435,1.70264,0.83158,1.13239,0.85158,0.73314,0.86923,0.61774,0.83323,0.73021,0.85064,0.57247,0.96115,1.7711,0.86378,1.08302,0.00195218,0.00195218,0.00195218
151,269.191,1.00175,1.85247,0.93422,1.17308,0.84927,0.72701,0.86416,0.611,0.83511,0.74263,0.86081,0.56524,0.93713,1.80321,0.87468,1.07505,0.00195155,0.00195155,0.00195155
152,270.928,0.91487,1.59204,0.79983,1.09052,0.84654,0.72141,0.84908,0.61123,0.84998,0.72434,0.85087,0.5502,0.94665,1.91795,0.90012,1.09549,0.0019509,0.0019509,0.0019509
153,272.657,0.9153,1.61634,0.84388,1.12307,0.83689,0.75367,0.83231,0.58348,0.83118,0.73607,0.81854,0.53601,0.99504,2.00709,0.90601,1.15618,0.00195026,0.00195026,0.00195026
154,274.364,0.97248,1.73002,0.87583,1.15343,0.85588,0.6966,0.76922,0.50056,0.83069,0.67155,0.73192,0.46675,1.09602,2.14514,1.06617,1.22538,0.00194961,0.00194961,0.00194961
155,276.087,1.01565,1.87102,0.91376,1.16092,0.82052,0.73734,0.77202,0.50759,0.78148,0.72366,0.7374,0.46807,1.06921,2.16845,1.04175,1.20793,0.00194895,0.00194895,0.00194895
156,277.783,0.95926,1.78114,0.88775,1.15777,0.83567,0.73314,0.82754,0.58141,0.77233,0.76246,0.81227,0.50347,0.9643,2.19623,0.92656,1.10913,0.00194829,0.00194829,0.00194829
157,279.475,0.93694,1.74159,0.85919,1.12337,0.85252,0.72895,0.84295,0.59171,0.83365,0.70968,0.80683,0.50605,0.97949,2.21445,0.91437,1.11002,0.00194763,0.00194763,0.00194763
158,281.194,0.95126,1.70764,0.81673,1.10611,0.86644,0.72293,0.85108,0.5934,0.84941,0.71127,0.82062,0.51019,0.97547,2.25511,0.92367,1.11165,0.00194696,0.00194696,0.00194696
159,282.914,0.82877,1.42714,0.76113,1.0622,0.77464,0.78627,0.84563,0.59135,0.75731,0.76868,0.81848,0.53433,0.93966,2.11777,0.92339,1.09952,0.00194629,0.00194629,0.00194629
160,284.648,0.93252,1.71518,0.82194,1.13135,0.83128,0.73686,0.83679,0.57074,0.80162,0.71101,0.8109,0.52461,0.99906,2.1225,0.94858,1.14275,0.00194561,0.00194561,0.00194561
161,286.363,0.9396,1.68891,0.80265,1.12506,0.85711,0.70088,0.80922,0.53549,0.85369,0.68035,0.78701,0.49106,1.06008,2.17175,1.04305,1.18525,0.00194493,0.00194493,0.00194493
162,288.094,0.93878,1.68976,0.86845,1.14055,0.80852,0.73021,0.80696,0.54351,0.81142,0.68138,0.7804,0.481,1.05311,2.18869,1.07287,1.16441,0.00194425,0.00194425,0.00194425
163,289.792,0.9869,1.77476,0.84379,1.1783,0.82203,0.66276,0.80039,0.54244,0.75282,0.67878,0.75776,0.49128,1.03987,2.19363,1.08314,1.15696,0.00194356,0.00194356,0.00194356
164,291.513,0.9177,1.57846,0.80678,1.08746,0.78839,0.68328,0.77822,0.52984,0.74315,0.66569,0.72837,0.48001,1.03859,2.26504,1.13184,1.15677,0.00194287,0.00194287,0.00194287
165,293.273,0.99005,1.91833,0.87398,1.16061,0.82753,0.74194,0.83928,0.5868,0.8079,0.72434,0.80555,0.51183,1.00568,2.12459,0.95834,1.11906,0.00194217,0.00194217,0.00194217
166,295.028,0.91969,1.63088,0.80099,1.09975,0.77905,0.77549,0.84982,0.60103,0.81284,0.73021,0.82556,0.53473,0.98104,2.06559,0.95412,1.08746,0.00194147,0.00194147,0.00194147
167,296.752,0.92264,1.62541,0.78821,1.10703,0.83444,0.72727,0.83985,0.59597,0.82066,0.72464,0.81767,0.52895,1.00426,2.14866,0.9556,1.09236,0.00194077,0.00194077,0.00194077
168,298.466,0.9174,1.60591,0.79521,1.08223,0.77267,0.75754,0.82743,0.57331,0.73379,0.71941,0.77328,0.48718,1.01814,2.27203,0.92774,1.12101,0.00194006,0.00194006,0.00194006
169,300.148,0.93172,1.6107,0.80212,1.11887,0.81227,0.73021,0.833,0.58882,0.81117,0.68027,0.78443,0.49277,0.99798,2.22059,0.88828,1.11862,0.00193935,0.00193935,0.00193935
170,301.857,0.88695,1.5706,0.79362,1.09223,0.83109,0.75034,0.85242,0.60891,0.8108,0.71634,0.80723,0.50833,0.96601,2.08,0.89398,1.09047,0.00193863,0.00193863,0.00193863
171,303.606,0.90855,1.56565,0.77481,1.09288,0.87593,0.77419,0.87533,0.62347,0.89371,0.7478,0.8574,0.56769,0.96478,2.00267,0.83958,1.08262,0.00193791,0.00193791,0.00193791
172,305.306,0.90604,1.67837,0.78204,1.11341,0.83286,0.78299,0.86156,0.61279,0.82063,0.77419,0.84615,0.54986,0.98489,2.06594,0.86635,1.10641,0.00193718,0.00193718,0.00193718
173,307.005,0.85886,1.58787,0.77924,1.07277,0.85362,0.75249,0.85083,0.60588,0.85618,0.73607,0.83747,0.53785,0.97325,2.03252,0.90111,1.12135,0.00193646,0.00193646,0.00193646
174,308.789,0.90822,1.63539,0.75605,1.08216,0.83577,0.78006,0.82974,0.59288,0.84069,0.7583,0.81928,0.54083,0.99396,1.97354,0.91948,1.14107,0.00193572,0.00193572,0.00193572
175,310.444,0.82984,1.46751,0.72536,1.07128,0.81659,0.78006,0.83041,0.58176,0.81324,0.76618,0.8131,0.54358,1.01997,2.02217,0.92465,1.15058,0.00193499,0.00193499,0.00193499
176,312.367,0.82668,1.40752,0.69728,1.04144,0.83822,0.7597,0.83938,0.58097,0.8343,0.75306,0.83596,0.54616,1.04509,2.04645,0.90164,1.1754,0.00193424,0.00193424,0.00193424
177,314.249,0.87707,1.46509,0.72283,1.08133,0.84217,0.78242,0.85598,0.60195,0.83993,0.80352,0.86525,0.58238,1.02219,1.95609,0.83893,1.15307,0.0019335,0.0019335,0.0019335
178,316.153,0.92328,1.66266,0.78026,1.12649,0.82942,0.81274,0.87052,0.60963,0.82794,0.80436,0.86973,0.59305,1.01749,1.90533,0.82852,1.13501,0.00193275,0.00193275,0.00193275
179,318.007,0.8318,1.42233,0.72965,1.06663,0.82888,0.81232,0.88764,0.6296,0.82944,0.81287,0.88963,0.58039,0.99097,1.88873,0.803,1.12027,0.001932,0.001932,0.001932
180,319.911,0.86779,1.44713,0.73829,1.06478,0.84684,0.7783,0.86217,0.62809,0.84196,0.76246,0.86076,0.57305,0.9744,1.9888,0.80221,1.11991,0.00193124,0.00193124,0.00193124
181,321.751,0.96005,1.89352,0.86285,1.15628,0.81464,0.77713,0.8468,0.60603,0.85018,0.7655,0.84255,0.55091,1.00841,1.9881,0.85547,1.12206,0.00193048,0.00193048,0.00193048
182,323.677,0.92299,1.61397,0.77287,1.0926,0.83322,0.74194,0.83477,0.58337,0.83748,0.74487,0.82992,0.52338,1.03789,2.01081,0.89796,1.14837,0.00192971,0.00192971,0.00192971
183,325.529,0.82811,1.41261,0.72738,1.05556,0.80468,0.7732,0.8412,0.58682,0.80696,0.7654,0.82445,0.53708,1.02436,1.9423,0.88685,1.15538,0.00192894,0.00192894,0.00192894
184,327.403,0.8737,1.5327,0.74955,1.08982,0.84639,0.79178,0.87501,0.61194,0.81827,0.78886,0.8469,0.56578,1.00273,1.93521,0.85243,1.14509,0.00192817,0.00192817,0.00192817
185,329.397,0.92738,1.6641,0.79705,1.10936,0.82287,0.80378,0.85777,0.60995,0.82092,0.80659,0.85477,0.56031,0.97873,1.98445,0.86436,1.12138,0.00192739,0.00192739,0.00192739
186,331.279,0.89377,1.53305,0.74482,1.10244,0.8891,0.77582,0.87224,0.62854,0.87839,0.76833,0.84533,0.55225,0.95719,2.01363,0.84648,1.12041,0.00192661,0.00192661,0.00192661
187,332.984,0.83819,1.43007,0.73999,1.04986,0.89063,0.78592,0.87657,0.62775,0.88516,0.76849,0.85008,0.54962,0.9518,1.96278,0.83563,1.13109,0.00192583,0.00192583,0.00192583
188,334.724,0.8702,1.50576,0.74944,1.06795,0.87455,0.77687,0.86361,0.61595,0.88048,0.75367,0.84394,0.54668,0.94898,1.92824,0.87586,1.12353,0.00192504,0.00192504,0.00192504
189,336.534,0.94906,1.75421,0.78357,1.11452,0.87641,0.78592,0.86892,0.6131,0.87221,0.78006,0.85789,0.55464,0.98717,2.06791,0.85362,1.10785,0.00192424,0.00192424,0.00192424
190,338.267,0.9129,1.67129,0.81812,1.09329,0.86996,0.82405,0.8815,0.61121,0.86555,0.78592,0.86624,0.56714,1.0103,2.07908,0.86051,1.10578,0.00192345,0.00192345,0.00192345
191,339.956,0.8901,1.6166,0.75312,1.10112,0.919,0.79858,0.89345,0.60769,0.89369,0.77419,0.86226,0.55293,1.02956,2.03446,0.83663,1.13346,0.00192264,0.00192264,0.00192264
192,341.717,0.92812,1.77204,0.79658,1.10179,0.9136,0.77521,0.88202,0.62769,0.91192,0.759,0.86585,0.55525,0.98644,2.06707,0.82003,1.10442,0.00192184,0.00192184,0.00192184
193,343.487,0.88647,1.67236,0.79828,1.09291,0.8901,0.78383,0.883,0.63221,0.88513,0.7909,0.88241,0.56226,0.97057,2.16245,0.80576,1.09405,0.00192103,0.00192103,0.00192103
194,345.204,0.90768,1.62249,0.7828,1.10481,0.88443,0.76246,0.87226,0.62228,0.88215,0.75367,0.8658,0.54558,0.97705,2.24706,0.84423,1.11112,0.00192022,0.00192022,0.00192022
195,346.895,0.92017,1.5966,0.81955,1.12683,0.89219,0.73607,0.84965,0.58198,0.8725,0.72245,0.83193,0.51638,1.04155,2.29144,0.90238,1.14601,0.0019194,0.0019194,0.0019194
196,348.581,0.90395,1.6458,0.80179,1.12917,0.86177,0.78299,0.86184,0.61176,0.87156,0.73314,0.83669,0.52225,0.96142,2.23432,0.86145,1.11268,0.00191858,0.00191858,0.00191858
197,350.294,0.87425,1.56971,0.73878,1.07314,0.78554,0.78412,0.85302,0.60309,0.79862,0.75953,0.8308,0.51806,0.99862,2.30094,0.90456,1.15939,0.00191775,0.00191775,0.00191775
198,352.063,0.9668,1.76422,0.79211,1.14371,0.84909,0.72141,0.84475,0.59253,0.8437,0.71848,0.82475,0.53161,0.97608,2.14267,0.92058,1.16094,0.00191692,0.00191692,0.00191692
199,353.788,0.91245,1.65535,0.79179,1.1189,0.83016,0.72727,0.83455,0.59517,0.82423,0.71554,0.82055,0.53269,1.00526,2.09021,0.92203,1.14885,0.00191609,0.00191609,0.00191609
200,355.511,0.87699,1.47979,0.73115,1.0715,0.85933,0.73452,0.84145,0.59856,0.8787,0.71554,0.82618,0.54456,1.01166,2.15611,0.90272,1.13775,0.00191525,0.00191525,0.00191525
201,357.173,0.9171,1.66738,0.79039,1.11903,0.85267,0.76373,0.85821,0.59422,0.84198,0.75003,0.83326,0.55731,1.01139,2.16571,0.92542,1.13912,0.00191441,0.00191441,0.00191441
202,358.895,0.86704,1.50892,0.73827,1.08621,0.85039,0.75367,0.85396,0.59392,0.84622,0.7262,0.81767,0.54737,1.01583,2.10772,0.9115,1.15473,0.00191356,0.00191356,0.00191356
203,360.599,0.88566,1.63562,0.77136,1.11293,0.79669,0.81232,0.85222,0.59842,0.79212,0.78006,0.81805,0.53987,1.01177,2.05592,0.89678,1.14342,0.00191272,0.00191272,0.00191272
204,362.311,0.87336,1.564,0.74037,1.08561,0.87023,0.70797,0.83056,0.57687,0.77983,0.739,0.80584,0.53325,1.08562,2.03185,0.91696,1.15083,0.00191186,0.00191186,0.00191186
205,363.994,0.87149,1.55021,0.76272,1.09284,0.81267,0.73314,0.82388,0.57829,0.79641,0.71848,0.79828,0.51729,1.02173,2.09127,0.91147,1.13383,0.001911,0.001911,0.001911
206,365.781,1.0408,2.0124,0.88237,1.17686,0.84322,0.75953,0.84304,0.59569,0.8526,0.74194,0.82704,0.50739,1.01215,2.1796,0.86867,1.14274,0.00191014,0.00191014,0.00191014
207,367.517,0.9098,1.55885,0.7854,1.11954,0.87391,0.7654,0.85093,0.58947,0.84009,0.73607,0.81363,0.48645,0.98829,2.16652,0.91932,1.13062,0.00190928,0.00190928,0.00190928
208,369.214,0.8847,1.53212,0.763,1.07777,0.86024,0.74194,0.83379,0.58504,0.81661,0.7654,0.81459,0.4965,1.00174,2.13092,0.96339,1.128,0.00190841,0.00190841,0.00190841
209,370.964,0.88811,1.58091,0.74251,1.0879,0.85157,0.74029,0.81762,0.57446,0.83487,0.72649,0.78707,0.49103,0.98955,2.11742,0.9896,1.1202,0.00190754,0.00190754,0.00190754
210,372.709,0.87838,1.49119,0.73031,1.06777,0.86366,0.74194,0.84004,0.59274,0.83009,0.75073,0.82163,0.52189,0.98927,2.06888,0.96061,1.13161,0.00190666,0.00190666,0.00190666
211,374.437,0.90865,1.67723,0.76788,1.10934,0.89129,0.7478,0.85066,0.59617,0.86682,0.72727,0.82383,0.52781,0.99935,2.03172,0.9133,1.13059,0.00190578,0.00190578,0.00190578
212,376.219,0.93469,1.73932,0.81248,1.11481,0.83326,0.78299,0.85927,0.60115,0.8384,0.74552,0.83171,0.51719,0.98879,2.02596,0.87485,1.11633,0.00190489,0.00190489,0.00190489
213,377.964,0.95381,1.71955,0.80595,1.1189,0.85391,0.75422,0.8607,0.61643,0.8366,0.7478,0.83553,0.52805,0.9681,2.0347,0.85183,1.09776,0.00190401,0.00190401,0.00190401
214,379.718,0.86239,1.53666,0.73427,1.08795,0.84714,0.75953,0.85758,0.61719,0.82401,0.739,0.82439,0.54356,0.93045,1.97415,0.87463,1.08302,0.00190311,0.00190311,0.00190311
215,381.403,0.85392,1.39247,0.7195,1.06886,0.83635,0.76436,0.84684,0.61993,0.80032,0.75367,0.81543,0.54839,0.901,1.91516,0.88253,1.07397,0.00190222,0.00190222,0.00190222
216,383.063,0.90436,1.58124,0.7645,1.09577,0.8523,0.739,0.82949,0.60661,0.84127,0.72434,0.80649,0.53803,0.91773,2.13886,0.93543,1.06052,0.00190132,0.00190132,0.00190132
217,384.745,0.87894,1.5454,0.72444,1.09997,0.888,0.70381,0.83395,0.60861,0.8769,0.69501,0.8197,0.54704,0.91811,2.25294,0.93406,1.05629,0.00190041,0.00190041,0.00190041
218,386.454,0.81266,1.33962,0.67106,1.04118,0.82922,0.72618,0.82589,0.59584,0.78287,0.73607,0.7993,0.53306,0.94743,2.30645,0.94117,1.07875,0.0018995,0.0018995,0.0018995
219,388.117,0.81673,1.43169,0.72778,1.06186,0.87853,0.68622,0.81242,0.58553,0.84279,0.65982,0.77578,0.52093,0.92921,2.23773,0.95476,1.09513,0.00189859,0.00189859,0.00189859
220,389.833,0.87082,1.54583,0.73672,1.07742,0.88302,0.71554,0.81434,0.58529,0.84834,0.68622,0.78093,0.52898,0.93441,2.17274,0.93087,1.10376,0.00189767,0.00189767,0.00189767
221,391.508,0.877,1.59944,0.79527,1.09915,0.8417,0.75367,0.81669,0.59173,0.83273,0.74487,0.80181,0.53958,0.94497,2.12214,0.91563,1.10576,0.00189675,0.00189675,0.00189675
222,393.263,0.95431,1.79027,0.838,1.14076,0.84876,0.73314,0.81757,0.57538,0.85505,0.70925,0.79099,0.53649,1.00286,2.0574,0.95738,1.14229,0.00189583,0.00189583,0.00189583
223,394.963,0.82366,1.3787,0.72981,1.06108,0.86271,0.739,0.82893,0.57978,0.87048,0.72924,0.81076,0.54627,0.99644,1.9972,0.96472,1.14306,0.0018949,0.0018949,0.0018949
224,396.661,0.8734,1.58793,0.75552,1.09233,0.88091,0.78592,0.86045,0.61142,0.87509,0.78074,0.84737,0.57451,0.97251,1.91106,0.86446,1.12508,0.00189397,0.00189397,0.00189397
225,398.359,0.8754,1.52261,0.7546,1.10465,0.88046,0.7992,0.86717,0.61057,0.87392,0.79272,0.85165,0.57972,0.99262,1.90864,0.85857,1.12544,0.00189304,0.00189304,0.00189304
226,400.081,0.82663,1.41138,0.69826,1.05386,0.89214,0.77615,0.85541,0.60638,0.89214,0.77615,0.85768,0.57491,0.95926,1.96025,0.84855,1.11594,0.0018921,0.0018921,0.0018921
227,401.79,0.84229,1.40161,0.70071,1.05652,0.87566,0.76246,0.8691,0.62176,0.84647,0.78592,0.86208,0.58628,0.92373,1.93622,0.80083,1.10772,0.00189115,0.00189115,0.00189115
228,403.559,0.87647,1.55087,0.72731,1.08059,0.87332,0.79179,0.8902,0.64231,0.87008,0.78886,0.88381,0.6057,0.92403,1.87648,0.78615,1.10021,0.00189021,0.00189021,0.00189021
229,405.354,0.83449,1.38412,0.70523,1.04766,0.87561,0.78445,0.887,0.63876,0.88233,0.79161,0.88565,0.61521,0.92104,1.77691,0.78863,1.08584,0.00188926,0.00188926,0.00188926
230,407.117,0.88268,1.55526,0.76373,1.08894,0.85083,0.79472,0.88919,0.63451,0.85545,0.80352,0.88301,0.60943,0.95053,1.75673,0.78909,1.09286,0.0018883,0.0018883,0.0018883
231,408.907,0.99969,1.9294,0.8218,1.16031,0.85852,0.81818,0.89062,0.62335,0.86492,0.81525,0.88363,0.59209,1.00904,1.98001,0.84322,1.12521,0.00188734,0.00188734,0.00188734
232,410.647,0.86902,1.62736,0.7492,1.08871,0.84123,0.82991,0.88264,0.6242,0.85107,0.82111,0.87766,0.58857,1.00347,1.92667,0.83284,1.12376,0.00188638,0.00188638,0.00188638
233,412.355,0.85932,1.45153,0.71758,1.06262,0.86044,0.79555,0.87485,0.62659,0.85471,0.79359,0.87225,0.58781,0.99919,1.83141,0.80684,1.12318,0.00188541,0.00188541,0.00188541
234,414.088,0.89652,1.56349,0.74234,1.08498,0.86778,0.81232,0.87086,0.62148,0.86876,0.80938,0.86915,0.56095,0.97993,1.97844,0.81296,1.13428,0.00188444,0.00188444,0.00188444
235,415.758,0.86396,1.60288,0.75062,1.09436,0.87736,0.79765,0.87744,0.61715,0.8785,0.79472,0.8727,0.57396,0.98887,2.02901,0.81983,1.1204,0.00188347,0.00188347,0.00188347
236,417.489,0.92495,1.60328,0.76675,1.11478,0.891,0.79104,0.89111,0.62366,0.85908,0.79179,0.882,0.58957,0.96186,1.95588,0.81923,1.08663,0.00188249,0.00188249,0.00188249
237,419.247,0.92495,1.62171,0.7851,1.10827,0.87652,0.83578,0.90978,0.66333,0.86863,0.82991,0.88844,0.62058,0.88032,1.86428,0.78109,1.04839,0.00188151,0.00188151,0.00188151
238,420.982,0.83667,1.45579,0.72972,1.05713,0.8969,0.8164,0.90028,0.66544,0.88659,0.82111,0.8806,0.6046,0.86816,1.86347,0.77172,1.04805,0.00188052,0.00188052,0.00188052
239,422.713,0.83721,1.51437,0.73203,1.08207,0.86036,0.84924,0.89548,0.67196,0.86322,0.85134,0.89863,0.59871,0.86193,1.92752,0.75844,1.05267,0.00187953,0.00187953,0.00187953
240,424.553,0.92618,1.74007,0.78657,1.12303,0.87117,0.79179,0.88384,0.65395,0.86472,0.78592,0.8666,0.55261,0.89763,2.17644,0.80601,1.07392,0.00187854,0.00187854,0.00187854
241,426.289,0.89765,1.64737,0.74333,1.10539,0.84728,0.79179,0.85988,0.63205,0.84638,0.78886,0.84262,0.53239,0.92325,2.23232,0.85512,1.09182,0.00187754,0.00187754,0.00187754
242,428.003,0.84422,1.46087,0.71374,1.08105,0.84805,0.76925,0.85086,0.61799,0.85146,0.77419,0.84747,0.52094,0.92757,2.20895,0.90052,1.09659,0.00187654,0.00187654,0.00187654
243,429.744,0.78347,1.25787,0.63424,1.01788,0.86505,0.77419,0.85602,0.63179,0.87697,0.77344,0.86309,0.55399,0.93049,2.07746,0.87271,1.09487,0.00187554,0.00187554,0.00187554
244,431.479,0.87779,1.53163,0.75868,1.10029,0.87004,0.77419,0.86075,0.62972,0.8624,0.77126,0.85423,0.54335,0.94444,2.20248,0.86142,1.11397,0.00187453,0.00187453,0.00187453
245,433.211,0.83448,1.53817,0.71817,1.06171,0.85103,0.78299,0.86614,0.62609,0.84784,0.78006,0.85387,0.55367,0.93859,2.10655,0.83946,1.10579,0.00187352,0.00187352,0.00187352
246,434.943,0.82856,1.52454,0.70902,1.05583,0.82928,0.80938,0.86923,0.63028,0.83339,0.80938,0.86481,0.57157,0.93192,1.96725,0.82173,1.09841,0.0018725,0.0018725,0.0018725
247,436.704,0.88457,1.57908,0.73798,1.09278,0.84682,0.77419,0.86809,0.62704,0.84427,0.77126,0.85922,0.56534,0.95154,2.06151,0.83986,1.10785,0.00187148,0.00187148,0.00187148
248,438.392,0.87313,1.47943,0.72365,1.05913,0.84135,0.76204,0.86221,0.61193,0.83381,0.7566,0.84292,0.54743,0.98576,2.1415,0.8556,1.11671,0.00187046,0.00187046,0.00187046
249,440.097,0.89057,1.56485,0.75593,1.09463,0.85351,0.78006,0.87535,0.63706,0.84709,0.77419,0.85159,0.55779,0.92042,1.9981,0.82795,1.0747,0.00186943,0.00186943,0.00186943
250,441.816,0.80454,1.38636,0.69517,1.04417,0.85732,0.80059,0.87128,0.64279,0.86041,0.78592,0.84971,0.56652,0.91177,1.95653,0.81687,1.06507,0.0018684,0.0018684,0.0018684
251,443.529,0.86999,1.52832,0.74145,1.0904,0.87219,0.80046,0.86394,0.63579,0.87078,0.79047,0.85208,0.5577,0.92903,2.03548,0.80053,1.08211,0.00186737,0.00186737,0.00186737
252,445.253,0.83635,1.40876,0.71697,1.07114,0.86096,0.77713,0.86534,0.63072,0.86746,0.78299,0.85533,0.5464,0.93137,2.23765,0.82342,1.09742,0.00186633,0.00186633,0.00186633
253,446.904,0.80756,1.31288,0.65846,1.04017,0.86521,0.76833,0.86857,0.62804,0.86615,0.7654,0.85438,0.52887,0.91833,2.45666,0.83912,1.11201,0.00186528,0.00186528,0.00186528
254,448.624,0.84583,1.46309,0.72458,1.07278,0.85169,0.77467,0.85099,0.61669,0.85169,0.77467,0.83403,0.52035,0.90722,2.49104,0.86423,1.1111,0.00186424,0.00186424,0.00186424
255,450.344,0.82278,1.35122,0.67105,1.05268,0.87781,0.72434,0.83613,0.6122,0.84807,0.75302,0.82432,0.5408,0.93256,2.177,0.88013,1.11006,0.00186319,0.00186319,0.00186319
256,452.054,0.87311,1.50369,0.71729,1.0883,0.84627,0.77487,0.83315,0.62039,0.85567,0.74757,0.8264,0.54817,0.92586,2.14999,0.86984,1.11085,0.00186213,0.00186213,0.00186213
257,453.744,0.84379,1.47095,0.71052,1.07237,0.86457,0.73021,0.82867,0.61374,0.82625,0.73911,0.82079,0.54485,0.92087,2.12201,0.91246,1.11017,0.00186108,0.00186108,0.00186108
258,455.489,0.92093,1.76546,0.78382,1.12523,0.84234,0.68622,0.7865,0.55807,0.84737,0.68915,0.7893,0.50161,1.02094,2.15626,0.99909,1.17675,0.00186002,0.00186002,0.00186002
259,457.188,0.84433,1.5571,0.72152,1.08037,0.7917,0.69103,0.74617,0.5211,0.83158,0.66607,0.7504,0.47974,1.07573,2.21054,1.04562,1.20895,0.00185895,0.00185895,0.00185895
260,458.948,0.89702,1.61453,0.75692,1.08705,0.77939,0.67742,0.74472,0.51575,0.78546,0.68714,0.74736,0.47409,1.08736,2.1773,1.04225,1.20818,0.00185788,0.00185788,0.00185788
261,460.675,0.80927,1.34062,0.67732,1.0454,0.83259,0.78006,0.85149,0.59273,0.79633,0.76823,0.82047,0.53727,0.97409,2.05151,0.83197,1.13447,0.00185681,0.00185681,0.00185681
262,462.41,0.83414,1.43571,0.68984,1.06926,0.85876,0.79765,0.87146,0.61316,0.83997,0.78006,0.83969,0.55411,0.96733,2.02251,0.79415,1.11707,0.00185573,0.00185573,0.00185573
263,464.136,0.82727,1.43499,0.6805,1.04927,0.91472,0.75487,0.87429,0.62202,0.84042,0.78592,0.86147,0.57291,0.99173,1.98227,0.78418,1.13308,0.00185465,0.00185465,0.00185465
264,465.831,0.84636,1.40196,0.68244,1.08541,0.84205,0.78171,0.86851,0.61464,0.80875,0.7654,0.84694,0.56151,0.99819,1.98581,0.82655,1.12392,0.00185357,0.00185357,0.00185357
