epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,124.773,1.09932,2.07216,1.00619,1.19789,0.81236,0.68558,0.77324,0.50311,0.75931,0.68915,0.7476,0.43546,1.15859,2.59095,1.13912,1.21015,0.00198968,0.00198968,0.00198968
71,126.519,1.05419,2.00755,1.02983,1.1998,0.8062,0.66276,0.76126,0.4998,0.73838,0.68915,0.7492,0.43781,1.21756,2.59253,1.13888,1.2336,0.00198938,0.00198938,0.00198938
72,128.292,1.03184,1.98914,0.97838,1.17403,0.76521,0.71683,0.79696,0.5125,0.7623,0.71476,0.79153,0.45753,1.19127,2.60679,1.17095,1.2546,0.00198907,0.00198907,0.00198907
73,130.026,1.07885,2.04293,0.9897,1.22787,0.81493,0.69208,0.80605,0.5451,0.78809,0.70674,0.79614,0.47932,1.13519,2.423,1.08872,1.22497,0.00198877,0.00198877,0.00198877
74,131.761,0.99876,1.7286,0.95365,1.18955,0.79002,0.74194,0.81824,0.54963,0.80821,0.71675,0.79158,0.48303,1.12005,2.41337,1.03771,1.19619,0.00198845,0.00198845,0.00198845
75,133.56,1.09342,1.94965,1.02237,1.22888,0.77479,0.71632,0.81172,0.54249,0.74307,0.687,0.76104,0.43618,1.0523,2.53653,1.08646,1.15924,0.00198813,0.00198813,0.00198813
76,135.255,1.03988,1.99127,1.00766,1.20278,0.73875,0.72144,0.77607,0.51852,0.74094,0.68622,0.73964,0.41145,1.07231,2.54561,1.11458,1.18104,0.00198781,0.00198781,0.00198781
77,137.061,1.1637,2.27467,1.0572,1.22427,0.76577,0.71848,0.77555,0.51521,0.75844,0.71819,0.76781,0.44452,1.11711,2.60646,1.11243,1.19784,0.00198748,0.00198748,0.00198748
78,138.791,1.05589,1.87247,0.98115,1.16072,0.75331,0.70744,0.76278,0.49075,0.7345,0.70088,0.73151,0.41766,1.20653,2.81864,1.18055,1.25848,0.00198715,0.00198715,0.00198715
79,140.513,1.08696,2.00916,0.9811,1.1822,0.79217,0.65951,0.75466,0.47965,0.77472,0.64542,0.72107,0.40444,1.2299,2.83456,1.17062,1.27233,0.00198682,0.00198682,0.00198682
80,142.21,1.0771,2.02307,1.01128,1.19581,0.7875,0.63033,0.73637,0.47146,0.73405,0.64223,0.71667,0.39041,1.23207,2.78363,1.18107,1.28457,0.00198648,0.00198648,0.00198648
81,143.93,0.98975,1.86898,1.0393,1.17616,0.79253,0.73607,0.80583,0.52448,0.76944,0.72141,0.76392,0.44918,1.09342,2.3528,1.06518,1.19512,0.00198614,0.00198614,0.00198614
82,145.664,1.05461,2.00437,0.99291,1.17276,0.85627,0.76246,0.85601,0.56424,0.83848,0.74487,0.82413,0.47058,1.05602,2.42674,1.00094,1.16572,0.00198579,0.00198579,0.00198579
83,147.486,1.04196,1.9682,0.9838,1.18988,0.86593,0.78592,0.86601,0.57423,0.84748,0.76833,0.83385,0.48189,1.06601,2.35856,0.98525,1.16974,0.00198544,0.00198544,0.00198544
84,149.337,1.07275,2.02079,0.94365,1.1825,0.83874,0.73213,0.82733,0.55359,0.83913,0.73607,0.81334,0.49926,1.09789,2.07863,1.05175,1.17757,0.00198508,0.00198508,0.00198508
85,151.036,1.01071,1.82598,0.95319,1.16505,0.8423,0.73618,0.82431,0.56196,0.84944,0.7445,0.83422,0.49337,1.06267,2.09111,1.04373,1.16357,0.00198472,0.00198472,0.00198472
86,152.76,0.96429,1.82861,0.94318,1.16038,0.85552,0.68915,0.82326,0.55035,0.84889,0.68622,0.79649,0.46364,1.07717,2.20167,1.06169,1.18205,0.00198435,0.00198435,0.00198435
87,154.463,1.0357,1.95539,0.96469,1.17701,0.81996,0.72141,0.79889,0.53342,0.81001,0.71265,0.77958,0.45582,1.11711,2.2757,1.09257,1.20061,0.00198398,0.00198398,0.00198398
88,156.175,1.00495,1.8847,0.9434,1.17755,0.85125,0.70381,0.81679,0.55946,0.83767,0.70674,0.80958,0.49847,1.12066,2.29355,1.00874,1.17386,0.00198361,0.00198361,0.00198361
89,158.003,0.99905,1.79217,0.93423,1.14535,0.80627,0.76246,0.84464,0.57539,0.86746,0.72141,0.828,0.52055,1.1006,2.21601,0.97697,1.16167,0.00198323,0.00198323,0.00198323
90,159.875,1.00639,1.89237,0.96253,1.15975,0.82496,0.78886,0.84881,0.57298,0.8065,0.75367,0.81049,0.49644,1.05795,2.30728,0.97939,1.16856,0.00198285,0.00198285,0.00198285
91,161.544,1.01011,1.80535,0.982,1.15034,0.89736,0.71785,0.84938,0.56736,0.82423,0.77126,0.83216,0.51082,1.0805,2.3036,0.97735,1.18258,0.00198246,0.00198246,0.00198246
92,163.261,1.03346,1.90399,0.99723,1.19091,0.83885,0.75367,0.82998,0.5591,0.83274,0.7478,0.80567,0.47905,1.09238,2.44275,0.97554,1.20068,0.00198207,0.00198207,0.00198207
93,165.022,0.97455,1.83885,0.91803,1.14284,0.79132,0.75619,0.83893,0.56288,0.77005,0.75616,0.82366,0.50405,1.06383,2.36992,0.94012,1.19455,0.00198168,0.00198168,0.00198168
94,166.727,1.0253,1.80602,0.97256,1.18549,0.81377,0.75604,0.83989,0.55292,0.84088,0.71261,0.81603,0.50403,1.08964,2.31525,0.96877,1.22092,0.00198128,0.00198128,0.00198128
95,168.403,0.9974,1.8514,0.91373,1.15899,0.82923,0.75472,0.82954,0.54106,0.79795,0.72141,0.79398,0.4814,1.09864,2.40351,1.02205,1.20548,0.00198088,0.00198088,0.00198088
96,170.146,1.03717,2.02336,0.95592,1.20567,0.80497,0.72625,0.78716,0.52819,0.76452,0.68549,0.7395,0.46489,1.07516,2.43202,1.06078,1.1768,0.00198047,0.00198047,0.00198047
97,171.834,0.91357,1.61448,0.87595,1.09926,0.84142,0.69795,0.81095,0.53893,0.81038,0.68035,0.76557,0.49205,1.03551,2.27836,1.03429,1.1519,0.00198006,0.00198006,0.00198006
98,173.596,1.02423,1.89164,0.94272,1.1657,0.78396,0.7449,0.83234,0.56496,0.77854,0.76288,0.82299,0.49893,0.99573,2.37497,1.00059,1.13206,0.00197964,0.00197964,0.00197964
99,175.339,0.98218,1.78451,0.91571,1.14509,0.76189,0.72253,0.8,0.49254,0.78927,0.71395,0.78374,0.45757,1.17711,2.72111,1.14501,1.25068,0.00197922,0.00197922,0.00197922
100,177.061,1.0034,1.83269,0.91517,1.15374,0.78999,0.70674,0.80388,0.49233,0.77206,0.69529,0.76082,0.45729,1.21098,2.71248,1.10214,1.28121,0.0019788,0.0019788,0.0019788
101,178.772,1.04394,1.97443,0.95301,1.18211,0.80122,0.70921,0.79507,0.50964,0.78423,0.70346,0.77142,0.46313,1.15595,2.43758,1.04643,1.24204,0.00197837,0.00197837,0.00197837
102,180.471,1.00976,1.88207,0.93455,1.18829,0.86708,0.74487,0.83885,0.55541,0.838,0.71848,0.79688,0.48113,1.07011,2.20082,1.02488,1.18078,0.00197793,0.00197793,0.00197793
103,182.141,0.95964,1.7236,0.9073,1.15927,0.7963,0.73607,0.80686,0.53431,0.79559,0.73047,0.79713,0.47939,1.10471,2.15373,1.0918,1.19827,0.0019775,0.0019775,0.0019775
104,183.911,0.97753,1.79813,0.92043,1.12775,0.80114,0.73314,0.81977,0.54106,0.79607,0.73265,0.81191,0.48686,1.08465,2.11782,1.06667,1.19175,0.00197705,0.00197705,0.00197705
105,185.682,0.98213,1.92351,0.90136,1.16105,0.76043,0.7478,0.80462,0.53878,0.77481,0.73314,0.78448,0.48075,1.04686,2.2828,1.29751,1.17265,0.00197661,0.00197661,0.00197661
106,187.479,0.98514,1.7698,0.89255,1.15049,0.82191,0.77144,0.83229,0.56045,0.81298,0.7654,0.82193,0.49772,1.05386,2.13204,1.19736,1.17834,0.00197616,0.00197616,0.00197616
107,189.225,0.98395,1.74015,0.8771,1.13715,0.76722,0.73607,0.80131,0.54276,0.74862,0.71615,0.77575,0.46323,1.07951,2.28554,1.24941,1.19356,0.0019757,0.0019757,0.0019757
108,191.287,0.94029,1.7465,0.8639,1.12171,0.81356,0.74487,0.81441,0.569,0.80716,0.739,0.80116,0.48889,1.01922,2.26593,1.108,1.16997,0.00197524,0.00197524,0.00197524
109,193.176,0.95361,1.68392,0.84797,1.12982,0.8153,0.78962,0.86594,0.595,0.80621,0.78082,0.83403,0.51595,1.04898,2.23766,0.9834,1.16675,0.00197478,0.00197478,0.00197478
110,195.453,0.93533,1.65648,0.85172,1.13241,0.84041,0.78762,0.87566,0.6017,0.82208,0.77126,0.85322,0.53579,1.07538,2.16539,0.91672,1.16514,0.00197431,0.00197431,0.00197431
111,198.075,1.00561,1.81159,0.90721,1.16342,0.81051,0.77126,0.8481,0.57959,0.78394,0.75547,0.81502,0.50869,1.03337,2.28306,0.94215,1.15845,0.00197384,0.00197384,0.00197384
112,200.029,1.02844,1.99977,0.92831,1.16836,0.75328,0.7654,0.80525,0.53737,0.75423,0.76496,0.78097,0.46624,1.06383,2.40429,1.02591,1.17986,0.00197337,0.00197337,0.00197337
113,201.934,1.03501,1.92046,0.90128,1.16431,0.84004,0.77713,0.86029,0.60491,0.84385,0.7566,0.83134,0.49935,1.00902,2.44648,0.91184,1.13364,0.00197289,0.00197289,0.00197289
114,203.778,0.89095,1.57677,0.83352,1.1087,0.87419,0.75392,0.87005,0.60916,0.86088,0.76213,0.84414,0.51204,1.03855,2.41049,0.9059,1.12087,0.0019724,0.0019724,0.0019724
115,205.635,0.92866,1.6087,0.85099,1.11743,0.88736,0.78551,0.88164,0.6287,0.87544,0.78324,0.86844,0.54835,0.94806,2.27359,0.89093,1.10255,0.00197192,0.00197192,0.00197192
116,208.303,1.07805,2.06308,0.98026,1.22398,0.84917,0.80352,0.87904,0.62324,0.83678,0.79179,0.85732,0.54284,0.94839,2.31941,0.98541,1.12465,0.00197142,0.00197142,0.00197142
117,210.044,0.92902,1.66435,0.84103,1.12938,0.81649,0.79593,0.86585,0.60892,0.8071,0.78299,0.84396,0.53982,0.96158,2.12934,0.96896,1.10708,0.00197093,0.00197093,0.00197093
118,211.791,1.01304,1.82645,0.93938,1.14909,0.84591,0.75073,0.83302,0.58689,0.84432,0.7478,0.83536,0.52448,0.98324,2.1138,0.96522,1.10724,0.00197043,0.00197043,0.00197043
119,213.565,1.02899,1.853,0.93319,1.17293,0.84955,0.739,0.83148,0.58004,0.84955,0.739,0.83014,0.51442,1.00087,2.18629,0.9436,1.11911,0.00196992,0.00196992,0.00196992
120,215.302,0.98878,1.81751,0.90614,1.15583,0.79238,0.739,0.82328,0.56183,0.78977,0.73607,0.78922,0.4878,1.02005,2.27855,0.97542,1.15933,0.00196941,0.00196941,0.00196941
121,217.006,0.98359,1.69085,0.88288,1.1499,0.80988,0.74954,0.8229,0.57495,0.79002,0.76131,0.77843,0.48278,1.02998,2.25886,0.97454,1.15588,0.0019689,0.0019689,0.0019689
122,218.712,0.9657,1.65419,0.82756,1.12288,0.77839,0.79315,0.82877,0.58732,0.77067,0.77855,0.79405,0.48356,1.02539,2.35786,0.94207,1.13497,0.00196838,0.00196838,0.00196838
123,220.42,1.03349,1.83382,0.9289,1.18872,0.83693,0.75257,0.83987,0.57356,0.83389,0.73611,0.83464,0.50682,1.10888,2.36764,0.93639,1.1683,0.00196786,0.00196786,0.00196786
124,222.129,0.94183,1.59721,0.82406,1.10769,0.84957,0.76187,0.85484,0.59521,0.8213,0.7478,0.8315,0.5136,1.05028,2.28887,0.91049,1.14472,0.00196733,0.00196733,0.00196733
125,223.842,0.93902,1.68674,0.84943,1.12702,0.84463,0.80059,0.87081,0.60948,0.8277,0.77481,0.84302,0.48936,0.97729,2.42517,0.89432,1.09612,0.0019668,0.0019668,0.0019668
126,225.567,0.93401,1.61989,0.84347,1.12736,0.83598,0.80059,0.87021,0.60343,0.80681,0.78299,0.81952,0.50094,1.01873,2.44926,0.87937,1.12242,0.00196627,0.00196627,0.00196627
127,227.225,0.95932,1.72801,0.87062,1.14419,0.81458,0.78586,0.85844,0.5886,0.80448,0.75073,0.81011,0.51053,1.03668,2.25816,0.90161,1.15118,0.00196573,0.00196573,0.00196573
128,228.923,1.00782,1.86275,0.89823,1.18123,0.85551,0.77419,0.86484,0.58249,0.83734,0.73314,0.81406,0.51819,1.05212,2.24704,0.90107,1.16644,0.00196518,0.00196518,0.00196518
129,230.667,0.9806,1.7125,0.86978,1.15022,0.84614,0.79023,0.87652,0.612,0.82148,0.7566,0.84542,0.53832,1.01721,2.35763,0.87229,1.13382,0.00196464,0.00196464,0.00196464
130,232.441,0.96693,1.76085,0.90158,1.14417,0.83219,0.79985,0.87886,0.59752,0.81338,0.77419,0.85183,0.54899,1.05803,2.22042,0.87693,1.14488,0.00196409,0.00196409,0.00196409
131,234.207,0.99776,1.71559,0.85397,1.12792,0.8169,0.78299,0.86728,0.59412,0.80968,0.77419,0.84905,0.53413,1.04006,2.16011,0.90216,1.14035,0.00196353,0.00196353,0.00196353
