epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
258,447.684,0.71693,1.33779,0.58095,1.0187,0.84845,0.81525,0.89145,0.67735,0.84686,0.81525,0.88447,0.63336,0.85634,1.61089,0.73435,1.07564,0.000118684,0.000118684,0.000118684
259,449.314,0.63534,1.07367,0.53129,0.96384,0.89249,0.78592,0.89163,0.67841,0.84249,0.81564,0.88671,0.63416,0.85772,1.60922,0.7361,1.07306,0.000114221,0.000114221,0.000114221
260,451.024,0.67472,1.17809,0.55638,0.97998,0.89014,0.78414,0.89136,0.67761,0.84335,0.82405,0.88809,0.63564,0.85856,1.61007,0.73588,1.07355,0.000109856,0.000109856,0.000109856
261,452.704,0.57632,0.9346,0.48239,0.93133,0.88897,0.78006,0.89171,0.67956,0.8322,0.84457,0.89257,0.63641,0.855,1.60118,0.73904,1.06999,0.00010559,0.00010559,0.00010559
262,454.481,0.6151,1.04855,0.51775,0.95233,0.89196,0.77419,0.89202,0.67987,0.81378,0.84581,0.89291,0.64124,0.85538,1.59174,0.73639,1.06795,0.000101423,0.000101423,0.000101423
263,456.228,0.64478,1.05088,0.5231,0.962,0.88887,0.77403,0.88857,0.67607,0.84983,0.82991,0.89416,0.6437,0.85502,1.58833,0.73737,1.06728,9.73555e-05,9.73555e-05,9.73555e-05
264,457.879,0.60341,0.94961,0.49938,0.95671,0.87612,0.7881,0.89,0.67694,0.8815,0.79179,0.89796,0.64113,0.85702,1.58581,0.73003,1.07036,9.33881e-05,9.33881e-05,9.33881e-05
265,459.57,0.67043,1.17946,0.55797,0.99138,0.8776,0.77796,0.89114,0.67754,0.84293,0.82991,0.89383,0.64247,0.85771,1.57785,0.72748,1.07033,8.95213e-05,8.95213e-05,8.95213e-05
266,461.25,0.61199,1.02068,0.51707,0.94269,0.88106,0.78202,0.89252,0.67794,0.84541,0.82991,0.89502,0.64469,0.85745,1.57434,0.72452,1.07154,8.57554e-05,8.57554e-05,8.57554e-05
267,462.994,0.67026,1.15848,0.54846,0.98986,0.84776,0.81818,0.89215,0.67851,0.85652,0.84031,0.90424,0.64269,0.85435,1.56745,0.71783,1.07074,8.20908e-05,8.20908e-05,8.20908e-05
268,464.711,0.73006,1.28832,0.59286,1.03396,0.85315,0.82111,0.89301,0.67938,0.86028,0.82991,0.89912,0.64243,0.85222,1.56479,0.72137,1.06787,7.8528e-05,7.8528e-05,7.8528e-05
269,466.529,0.66026,1.16542,0.53756,0.98074,0.85582,0.82111,0.89343,0.67962,0.87289,0.82698,0.90446,0.64396,0.85243,1.56788,0.72297,1.06694,7.50674e-05,7.50674e-05,7.50674e-05
270,468.284,0.62032,1.01954,0.50862,0.95648,0.84978,0.82111,0.8935,0.67741,0.87103,0.83183,0.90471,0.64424,0.85358,1.56591,0.72438,1.06663,7.17093e-05,7.17093e-05,7.17093e-05
271,469.955,0.68919,1.16722,0.55809,0.98662,0.84627,0.82334,0.89348,0.678,0.86246,0.83284,0.90417,0.64175,0.85582,1.56608,0.72601,1.06804,6.8454e-05,6.8454e-05,6.8454e-05
272,471.644,0.62703,1.0311,0.50717,0.96237,0.84476,0.83871,0.89371,0.67502,0.86459,0.83578,0.90849,0.64,0.85808,1.5664,0.72753,1.06971,6.53021e-05,6.53021e-05,6.53021e-05
273,473.313,0.55067,0.86478,0.46064,0.93795,0.85816,0.82111,0.89406,0.67745,0.86918,0.83284,0.90479,0.63746,0.86157,1.57089,0.72861,1.07282,6.22537e-05,6.22537e-05,6.22537e-05
274,475.697,0.64625,1.07261,0.51624,0.96001,0.86024,0.82111,0.89421,0.67633,0.8723,0.83284,0.90293,0.63806,0.86103,1.56815,0.72694,1.0727,5.93093e-05,5.93093e-05,5.93093e-05
275,477.426,0.63405,1.06994,0.5203,0.94758,0.85643,0.82405,0.89356,0.6781,0.86837,0.83578,0.90152,0.63872,0.8626,1.56691,0.73,1.07401,5.64691e-05,5.64691e-05,5.64691e-05
276,479.132,0.64101,1.06505,0.50054,0.95751,0.87144,0.80938,0.89297,0.67735,0.86786,0.83284,0.90082,0.63735,0.86442,1.56525,0.73094,1.07655,5.37334e-05,5.37334e-05,5.37334e-05
277,480.85,0.62363,1.11125,0.51464,0.95536,0.86359,0.82405,0.89545,0.67681,0.86642,0.83871,0.90157,0.63559,0.86423,1.56354,0.73252,1.07603,5.11027e-05,5.11027e-05,5.11027e-05
278,482.508,0.61601,0.98972,0.50838,0.95335,0.8628,0.8299,0.8902,0.67612,0.86147,0.84164,0.89664,0.63429,0.86574,1.56111,0.73228,1.07636,4.85771e-05,4.85771e-05,4.85771e-05
279,484.182,0.64735,1.10728,0.53077,0.97971,0.85253,0.83071,0.89215,0.67587,0.86097,0.84164,0.89749,0.63553,0.86322,1.55599,0.73007,1.07508,4.61569e-05,4.61569e-05,4.61569e-05
280,485.871,0.67798,1.18801,0.56281,0.9981,0.85278,0.83284,0.89486,0.67756,0.85707,0.84164,0.89968,0.63674,0.86174,1.55294,0.73064,1.07322,4.38424e-05,4.38424e-05,4.38424e-05
281,487.502,0.60932,1.10794,0.52717,0.96377,0.8537,0.83284,0.89504,0.67886,0.85762,0.84457,0.89955,0.63754,0.86128,1.55475,0.72927,1.07231,4.16339e-05,4.16339e-05,4.16339e-05
282,489.231,0.63126,1.05589,0.52169,0.95786,0.84872,0.82698,0.89427,0.67627,0.85454,0.84164,0.89877,0.64021,0.8587,1.55488,0.73134,1.07028,3.95315e-05,3.95315e-05,3.95315e-05
283,490.945,0.68204,1.23604,0.57372,0.99639,0.85463,0.82991,0.89526,0.67662,0.85457,0.84164,0.89908,0.63855,0.85823,1.55812,0.73327,1.06985,3.75356e-05,3.75356e-05,3.75356e-05
284,492.61,0.64543,1.11753,0.52379,0.97652,0.85033,0.83301,0.89503,0.6781,0.85945,0.84285,0.89737,0.6382,0.85793,1.55842,0.73514,1.07013,3.56463e-05,3.56463e-05,3.56463e-05
285,494.288,0.58799,0.90106,0.48642,0.92822,0.85185,0.82698,0.89463,0.67491,0.8599,0.83578,0.89606,0.63895,0.85606,1.55584,0.73898,1.06903,3.38639e-05,3.38639e-05,3.38639e-05
286,495.973,0.59677,0.93563,0.48647,0.94553,0.84655,0.82698,0.89418,0.67566,0.85879,0.83871,0.89993,0.63985,0.85498,1.55539,0.7382,1.06754,3.21885e-05,3.21885e-05,3.21885e-05
287,497.654,0.5832,0.92227,0.47776,0.92882,0.8491,0.82507,0.8947,0.67763,0.85835,0.83521,0.89604,0.63784,0.85455,1.55344,0.73824,1.06773,3.06204e-05,3.06204e-05,3.06204e-05
288,499.402,0.62779,1.09357,0.50852,0.97344,0.84886,0.82111,0.89521,0.67796,0.8581,0.83346,0.89636,0.64308,0.85154,1.54749,0.73803,1.0659,2.91596e-05,2.91596e-05,2.91596e-05
289,501.073,0.64478,1.08566,0.52431,0.9682,0.84689,0.83284,0.89521,0.67794,0.85285,0.83871,0.89048,0.6425,0.84996,1.54457,0.73738,1.06432,2.78064e-05,2.78064e-05,2.78064e-05
290,502.713,0.5678,0.85533,0.48107,0.93951,0.84964,0.82856,0.89516,0.67881,0.85566,0.83443,0.89104,0.64247,0.85194,1.54462,0.73687,1.06533,2.6561e-05,2.6561e-05,2.6561e-05
291,506.105,0.51276,0.8034,0.45074,0.9051,0.84956,0.82698,0.89624,0.67864,0.86081,0.83428,0.89853,0.64096,0.85515,1.55088,0.73322,1.06978,2.54233e-05,2.54233e-05,2.54233e-05
292,507.792,0.50356,0.75961,0.46316,0.8923,0.85233,0.82405,0.89641,0.67709,0.85936,0.82991,0.89266,0.63905,0.85486,1.55324,0.73104,1.06963,2.43937e-05,2.43937e-05,2.43937e-05
293,509.361,0.50383,0.71179,0.4515,0.88402,0.84663,0.82698,0.89635,0.67652,0.85584,0.83566,0.90049,0.6398,0.85708,1.55886,0.73187,1.0723,2.34721e-05,2.34721e-05,2.34721e-05
294,510.985,0.47972,0.72546,0.42733,0.89945,0.84201,0.82832,0.89603,0.67763,0.84499,0.83125,0.89531,0.64187,0.85518,1.55823,0.7294,1.07078,2.26587e-05,2.26587e-05,2.26587e-05
295,512.576,0.49462,0.75723,0.43901,0.89453,0.85792,0.81456,0.89568,0.67827,0.84517,0.82698,0.89082,0.64007,0.85598,1.561,0.7309,1.07162,2.19535e-05,2.19535e-05,2.19535e-05
296,514.169,0.49269,0.73045,0.42948,0.87239,0.84421,0.82634,0.896,0.67883,0.84885,0.82698,0.89178,0.64034,0.85424,1.56314,0.73307,1.07056,2.13568e-05,2.13568e-05,2.13568e-05
297,515.804,0.52402,0.842,0.44259,0.90951,0.84101,0.83764,0.89686,0.67861,0.84503,0.84164,0.89489,0.6398,0.85255,1.57108,0.7374,1.06984,2.08684e-05,2.08684e-05,2.08684e-05
298,517.385,0.50947,0.73075,0.41371,0.89135,0.83652,0.83871,0.89567,0.67544,0.84274,0.84457,0.89909,0.63835,0.85399,1.57344,0.7404,1.07037,2.04885e-05,2.04885e-05,2.04885e-05
299,518.963,0.49066,0.69709,0.40624,0.89954,0.83429,0.84156,0.89526,0.67142,0.8401,0.84743,0.89382,0.63614,0.85582,1.57319,0.74373,1.07222,2.02171e-05,2.02171e-05,2.02171e-05
300,520.58,0.47698,0.68802,0.41113,0.89656,0.91636,0.75953,0.89517,0.67138,0.8317,0.84056,0.89261,0.63327,0.85457,1.57455,0.7472,1.0725,2.00543e-05,2.00543e-05,2.00543e-05
