epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,219.487,0.82249,1.41502,0.71378,1.05403,0.8568,0.7896,0.85888,0.62065,0.84433,0.77937,0.85708,0.54554,0.95939,2.08503,0.82679,1.12178,0.00127623,0.00127623,0.00127623
126,221.249,0.7966,1.33506,0.71304,1.05206,0.86225,0.771,0.87294,0.60606,0.83076,0.75073,0.837,0.54667,0.96664,2.06981,0.83352,1.12523,0.00126623,0.00126623,0.00126623
127,222.915,0.82997,1.47346,0.72002,1.06238,0.85384,0.75376,0.86495,0.61268,0.83893,0.7478,0.8438,0.53149,0.94803,2.13827,0.84208,1.11134,0.0012562,0.0012562,0.0012562
128,224.581,0.8115,1.51738,0.72958,1.07132,0.81221,0.77126,0.85718,0.6096,0.79986,0.75953,0.8269,0.52705,0.95888,2.13552,0.87518,1.1132,0.00124615,0.00124615,0.00124615
129,226.268,0.80583,1.38618,0.70732,1.04201,0.8461,0.75367,0.85738,0.62981,0.83858,0.73128,0.83087,0.55203,0.92475,2.07061,0.87186,1.109,0.00123607,0.00123607,0.00123607
130,227.95,0.79623,1.37815,0.72107,1.05065,0.81357,0.7654,0.84901,0.62018,0.81412,0.74494,0.8223,0.53994,0.93603,2.10327,0.88572,1.11906,0.00122596,0.00122596,0.00122596
131,229.671,0.83885,1.4405,0.70873,1.0407,0.80728,0.76163,0.83903,0.60326,0.78045,0.76246,0.80506,0.5301,0.95778,2.15301,0.9463,1.13225,0.00121583,0.00121583,0.00121583
132,231.455,0.85987,1.4999,0.74043,1.08969,0.87489,0.73021,0.86227,0.62425,0.79672,0.7654,0.82731,0.54303,0.92415,2.06455,0.87354,1.09988,0.00120568,0.00120568,0.00120568
133,233.185,0.78814,1.37498,0.69134,1.00571,0.85952,0.78006,0.8791,0.63899,0.83951,0.76833,0.84956,0.55869,0.90914,1.96309,0.83924,1.08396,0.00119551,0.00119551,0.00119551
134,234.919,0.82006,1.50511,0.70428,1.03683,0.86921,0.77957,0.88648,0.64884,0.84802,0.78299,0.86316,0.56875,0.91896,1.93431,0.8257,1.08909,0.00118531,0.00118531,0.00118531
135,236.686,0.87768,1.66135,0.77298,1.09032,0.83915,0.79556,0.88382,0.64746,0.81713,0.79472,0.86569,0.57903,0.93179,1.88566,0.80158,1.09175,0.0011751,0.0011751,0.0011751
136,238.415,0.76985,1.24293,0.67437,1.02207,0.86611,0.77781,0.88033,0.64169,0.8454,0.76971,0.85383,0.58188,0.95279,1.87658,0.8029,1.10786,0.00116487,0.00116487,0.00116487
137,240.123,0.73337,1.22874,0.64635,0.99263,0.86888,0.77713,0.87661,0.63601,0.86164,0.767,0.85994,0.58662,0.95291,1.85339,0.80613,1.10178,0.00115462,0.00115462,0.00115462
138,241.852,0.80223,1.42113,0.68872,1.0264,0.88178,0.79179,0.87795,0.63537,0.86651,0.78045,0.85687,0.58912,0.94418,1.87037,0.80098,1.10615,0.00114436,0.00114436,0.00114436
139,243.545,0.80663,1.31485,0.68192,1.04733,0.88342,0.77713,0.87646,0.62927,0.87782,0.77126,0.85665,0.59218,0.94234,1.90132,0.80719,1.10008,0.00113408,0.00113408,0.00113408
140,245.239,0.79809,1.36677,0.68311,1.03376,0.88765,0.78777,0.87376,0.63381,0.87091,0.77161,0.85291,0.59618,0.95845,1.90156,0.81359,1.0949,0.00112379,0.00112379,0.00112379
141,247.26,0.83203,1.43106,0.69875,1.06822,0.87557,0.77713,0.86365,0.63013,0.86132,0.7654,0.84439,0.56464,0.93155,1.89694,0.85027,1.09091,0.00111348,0.00111348,0.00111348
142,248.918,0.72651,1.28248,0.65057,1.01302,0.90817,0.7654,0.86989,0.64207,0.89773,0.7566,0.85336,0.57185,0.9047,1.83934,0.81985,1.08483,0.00110317,0.00110317,0.00110317
143,250.62,0.81059,1.35156,0.71106,1.04834,0.88661,0.7654,0.86548,0.63344,0.86647,0.75953,0.84664,0.57631,0.91695,1.78765,0.83416,1.09906,0.00109284,0.00109284,0.00109284
144,252.385,0.8847,1.75306,0.83793,1.12391,0.89266,0.75605,0.86743,0.63719,0.89704,0.77126,0.86064,0.58923,0.92512,1.75151,0.81353,1.08898,0.00108251,0.00108251,0.00108251
145,254.064,0.86399,1.58225,0.76053,1.09191,0.88264,0.77713,0.88272,0.64355,0.87598,0.77126,0.86401,0.58804,0.93035,1.78289,0.80059,1.09303,0.00107216,0.00107216,0.00107216
146,255.794,0.82245,1.43642,0.71108,1.05501,0.86594,0.79561,0.88535,0.64237,0.81516,0.83871,0.87157,0.58551,0.93353,1.81903,0.80094,1.10064,0.00106181,0.00106181,0.00106181
147,257.487,0.8338,1.48856,0.71449,1.07598,0.88511,0.78299,0.87259,0.61836,0.88614,0.77597,0.85665,0.55577,0.97054,2.05749,0.83208,1.14546,0.00105146,0.00105146,0.00105146
148,259.216,0.78308,1.36747,0.68995,1.04107,0.87215,0.80019,0.85691,0.61604,0.86876,0.79592,0.85578,0.54899,0.98067,2.11571,0.83996,1.15112,0.0010411,0.0010411,0.0010411
149,261.002,0.78612,1.3494,0.68339,1.03223,0.85381,0.80645,0.85989,0.61773,0.87404,0.78006,0.8547,0.55439,0.98669,2.09516,0.84213,1.14983,0.00103073,0.00103073,0.00103073
150,262.753,0.82384,1.43786,0.6881,1.06385,0.86689,0.75953,0.86286,0.61894,0.864,0.77126,0.86798,0.56965,0.97004,2.04824,0.82765,1.12523,0.00102037,0.00102037,0.00102037
151,264.496,0.87543,1.58436,0.77027,1.09662,0.83728,0.78465,0.86667,0.62347,0.84732,0.79765,0.87422,0.56926,0.95808,2.03741,0.82406,1.11984,0.00101,0.00101,0.00101
152,266.243,0.75087,1.28745,0.6515,1.00265,0.83762,0.7866,0.86716,0.62116,0.8346,0.78427,0.86765,0.56584,0.9523,2.04696,0.80239,1.12228,0.000999633,0.000999633,0.000999633
153,267.936,0.78758,1.37486,0.70123,1.04746,0.87443,0.73021,0.85117,0.61687,0.88145,0.73607,0.85103,0.55328,0.92707,2.0698,0.82328,1.12685,0.000989267,0.000989267,0.000989267
154,269.597,0.80299,1.37023,0.69292,1.04877,0.88138,0.71848,0.85264,0.62333,0.89217,0.72727,0.85507,0.5555,0.94102,2.0394,0.80215,1.13966,0.000978903,0.000978903,0.000978903
155,271.289,0.82563,1.4952,0.71683,1.05329,0.81513,0.80169,0.86244,0.62633,0.82033,0.80938,0.86101,0.55742,0.95945,2.05288,0.79273,1.151,0.000968543,0.000968543,0.000968543
156,273.02,0.82161,1.50669,0.71815,1.07932,0.84039,0.8029,0.86074,0.62541,0.84346,0.80583,0.86173,0.55737,0.97281,2.12273,0.8056,1.13927,0.000958187,0.000958187,0.000958187
157,274.709,0.81772,1.44468,0.71277,1.05515,0.84176,0.79179,0.85252,0.62406,0.84176,0.79179,0.84621,0.55802,0.97689,2.09685,0.8126,1.12919,0.000947837,0.000947837,0.000947837
158,276.404,0.79535,1.36806,0.66511,1.02223,0.8637,0.78299,0.84733,0.6204,0.87046,0.78886,0.84822,0.56406,0.97699,2.04485,0.81156,1.13336,0.000937494,0.000937494,0.000937494
159,278.133,0.68553,1.0958,0.5994,0.97733,0.82577,0.82111,0.86206,0.61998,0.82616,0.82405,0.86418,0.57287,0.94959,1.96676,0.81704,1.11741,0.000927159,0.000927159,0.000927159
160,279.854,0.77907,1.37978,0.6629,1.03144,0.85604,0.78006,0.85697,0.61609,0.86818,0.79188,0.86721,0.55995,0.96235,1.967,0.84295,1.1283,0.000916833,0.000916833,0.000916833
161,281.593,0.75903,1.29278,0.64269,1.01628,0.86996,0.78478,0.86111,0.59984,0.87652,0.79103,0.87141,0.55674,1.00082,1.96148,0.87152,1.15449,0.000906517,0.000906517,0.000906517
162,283.346,0.76281,1.35317,0.67077,1.03591,0.8931,0.75953,0.87258,0.61616,0.86667,0.8006,0.87601,0.57509,0.94415,1.89905,0.84371,1.12137,0.000896212,0.000896212,0.000896212
163,285.082,0.79373,1.35432,0.68452,1.05729,0.87141,0.77501,0.8703,0.6288,0.85005,0.81232,0.87291,0.58658,0.92502,1.83418,0.83442,1.10631,0.00088592,0.00088592,0.00088592
164,286.813,0.77241,1.29458,0.64684,1.01269,0.86183,0.78658,0.86646,0.63005,0.85467,0.80352,0.8712,0.59178,0.90686,1.81475,0.83256,1.08473,0.000875642,0.000875642,0.000875642
165,288.569,0.83565,1.5655,0.70142,1.06888,0.84037,0.77191,0.85784,0.63266,0.85306,0.79179,0.87144,0.5865,0.90858,1.8304,0.83408,1.08254,0.000865378,0.000865378,0.000865378
166,290.326,0.74061,1.24358,0.63437,0.99773,0.86747,0.7566,0.85623,0.62518,0.85812,0.78006,0.86897,0.58493,0.92377,1.84305,0.84377,1.08745,0.00085513,0.00085513,0.00085513
167,292.032,0.73781,1.2045,0.62559,1.00315,0.84421,0.76276,0.85294,0.62027,0.85707,0.77374,0.8668,0.57646,0.92832,1.87152,0.85769,1.08862,0.000844899,0.000844899,0.000844899
168,293.794,0.74762,1.22392,0.61616,1.00025,0.82655,0.7654,0.84884,0.62415,0.84421,0.78006,0.86026,0.59029,0.9156,1.81213,0.84379,1.0934,0.000834686,0.000834686,0.000834686
169,295.505,0.75399,1.29883,0.63531,1.01894,0.81391,0.77419,0.85058,0.62785,0.8422,0.78006,0.86585,0.59972,0.91533,1.78611,0.83142,1.08921,0.000824492,0.000824492,0.000824492
170,297.197,0.73283,1.24027,0.62989,1.00601,0.84969,0.77913,0.85948,0.63658,0.86499,0.78592,0.87512,0.60226,0.90876,1.76122,0.81503,1.08976,0.000814319,0.000814319,0.000814319
171,299.049,0.73713,1.21671,0.62061,1.00313,0.83885,0.80352,0.87082,0.64693,0.86097,0.77713,0.87429,0.60465,0.91693,1.71709,0.7977,1.09716,0.000804167,0.000804167,0.000804167
172,300.883,0.74702,1.33812,0.62984,1.02604,0.88758,0.7654,0.87484,0.64706,0.87677,0.77203,0.87624,0.60469,0.90925,1.72314,0.7907,1.09314,0.000794038,0.000794038,0.000794038
173,302.672,0.6916,1.28565,0.62108,0.9889,0.88188,0.76246,0.86661,0.64158,0.88816,0.76854,0.87765,0.60305,0.90649,1.74684,0.79857,1.09978,0.000783933,0.000783933,0.000783933
174,304.434,0.75557,1.25905,0.61295,1.00139,0.8266,0.78886,0.86547,0.65394,0.82784,0.80377,0.87003,0.6028,0.88554,1.77248,0.80844,1.09612,0.000773852,0.000773852,0.000773852
175,306.198,0.6805,1.11491,0.59989,0.99651,0.84347,0.77713,0.86736,0.65011,0.89434,0.7447,0.8728,0.60108,0.89819,1.76387,0.81586,1.09885,0.000763797,0.000763797,0.000763797
176,307.925,0.65552,1.1144,0.55787,0.95469,0.8774,0.75367,0.86706,0.64586,0.8925,0.75073,0.87236,0.60493,0.91616,1.74777,0.81662,1.10079,0.000753769,0.000753769,0.000753769
177,309.652,0.70927,1.07998,0.57532,0.98351,0.84325,0.80059,0.87342,0.6577,0.84325,0.80059,0.87793,0.60758,0.90124,1.72937,0.79004,1.08268,0.000743769,0.000743769,0.000743769
178,311.438,0.75458,1.35956,0.63333,1.03971,0.87307,0.80938,0.88148,0.65958,0.86627,0.80645,0.87964,0.61098,0.90209,1.74659,0.78214,1.08491,0.000733799,0.000733799,0.000733799
179,313.215,0.67784,1.05301,0.56982,0.97982,0.87223,0.79179,0.87782,0.65462,0.88202,0.81122,0.88186,0.60616,0.90377,1.75306,0.77459,1.08664,0.000723859,0.000723859,0.000723859
180,314.91,0.67786,1.06862,0.57213,0.96223,0.89525,0.77419,0.88036,0.65853,0.89343,0.77713,0.86696,0.60185,0.91008,1.77132,0.78115,1.08356,0.00071395,0.00071395,0.00071395
181,316.589,0.78918,1.55032,0.68574,1.06049,0.88972,0.7571,0.8815,0.65568,0.86304,0.79765,0.86653,0.60287,0.89935,1.74189,0.78202,1.07781,0.000704073,0.000704073,0.000704073
182,318.41,0.77876,1.26196,0.62433,1.01252,0.90173,0.76246,0.88115,0.65217,0.88903,0.77419,0.86762,0.60278,0.91133,1.73314,0.79821,1.09268,0.00069423,0.00069423,0.00069423
183,320.096,0.65488,1.067,0.563,0.96342,0.87993,0.79514,0.88352,0.64528,0.89237,0.78886,0.86272,0.60175,0.91233,1.73902,0.82104,1.08884,0.000684422,0.000684422,0.000684422
184,321.806,0.72303,1.22225,0.60226,1.0063,0.89121,0.78592,0.89383,0.65556,0.90144,0.77784,0.87084,0.6091,0.91476,1.74316,0.79209,1.08885,0.000674649,0.000674649,0.000674649
185,323.576,0.80178,1.40488,0.68774,1.04871,0.90198,0.78258,0.88413,0.6585,0.90246,0.79179,0.88481,0.61093,0.91484,1.75977,0.7721,1.09332,0.000664914,0.000664914,0.000664914
186,325.286,0.698,1.19249,0.59859,0.99633,0.84061,0.8197,0.87967,0.65374,0.84639,0.82406,0.88461,0.60919,0.88944,1.76162,0.7548,1.08337,0.000655216,0.000655216,0.000655216
187,327.057,0.68965,1.13835,0.59616,0.97605,0.85528,0.81818,0.87579,0.65534,0.85848,0.81833,0.88304,0.61042,0.88829,1.76582,0.75847,1.08611,0.000645557,0.000645557,0.000645557
188,328.832,0.7096,1.17734,0.59303,0.98319,0.85143,0.81818,0.88055,0.657,0.85796,0.82405,0.88862,0.60846,0.88423,1.76946,0.76294,1.09037,0.000635938,0.000635938,0.000635938
189,330.575,0.7595,1.38889,0.62877,1.00823,0.8316,0.82545,0.88056,0.64708,0.83158,0.82405,0.87826,0.59721,0.90175,1.8174,0.7752,1.10036,0.00062636,0.00062636,0.00062636
190,332.35,0.71087,1.27787,0.62629,0.9924,0.81156,0.82092,0.87304,0.64107,0.81987,0.82753,0.87567,0.59447,0.91287,1.82661,0.7887,1.10363,0.000616824,0.000616824,0.000616824
191,334.102,0.7,1.21741,0.58362,1.00554,0.81316,0.81818,0.87697,0.64085,0.81685,0.82111,0.87845,0.59234,0.92039,1.83104,0.78489,1.10356,0.000607331,0.000607331,0.000607331
192,335.843,0.74221,1.25821,0.62237,0.99997,0.8379,0.80339,0.88109,0.64665,0.84378,0.82698,0.88388,0.59734,0.91124,1.7915,0.78496,1.09473,0.000597882,0.000597882,0.000597882
193,337.488,0.72573,1.28235,0.62428,1.00392,0.84393,0.79765,0.88063,0.64771,0.85013,0.80352,0.87985,0.59942,0.9101,1.77378,0.7823,1.09579,0.000588479,0.000588479,0.000588479
194,339.173,0.69244,1.11633,0.59159,0.98847,0.86721,0.78521,0.88396,0.65061,0.847,0.79552,0.88081,0.60633,0.91482,1.75938,0.79067,1.10221,0.000579121,0.000579121,0.000579121
195,340.864,0.69662,1.14581,0.59228,1.00593,0.81888,0.79179,0.86761,0.63678,0.81381,0.79179,0.8657,0.59734,0.92448,1.76857,0.82291,1.10711,0.000569811,0.000569811,0.000569811
196,342.526,0.71389,1.2883,0.62767,1.02593,0.8182,0.78006,0.8568,0.63533,0.82725,0.78006,0.86649,0.59053,0.94687,1.77248,0.83656,1.12346,0.000560549,0.000560549,0.000560549
197,344.192,0.69372,1.19707,0.57654,0.98308,0.86595,0.75778,0.86553,0.64141,0.85861,0.77126,0.86818,0.59544,0.94744,1.76642,0.80755,1.12472,0.000551337,0.000551337,0.000551337
198,345.923,0.76496,1.34322,0.63147,1.03362,0.8695,0.78154,0.87963,0.65638,0.86623,0.77861,0.87522,0.61358,0.90768,1.75443,0.76583,1.10563,0.000542175,0.000542175,0.000542175
199,347.633,0.72988,1.27779,0.63068,1.01621,0.86839,0.79333,0.8822,0.66004,0.86024,0.79179,0.87544,0.61572,0.89424,1.73268,0.76099,1.0976,0.000533064,0.000533064,0.000533064
200,349.401,0.67889,1.14273,0.55471,0.96278,0.88939,0.80175,0.88222,0.66058,0.87888,0.78731,0.87427,0.61609,0.88773,1.70214,0.76157,1.08764,0.000524005,0.000524005,0.000524005
201,351.15,0.71266,1.19946,0.60587,1.00877,0.87401,0.80645,0.88157,0.6623,0.866,0.79599,0.8754,0.62104,0.87622,1.71706,0.76576,1.07766,0.000515,0.000515,0.000515
202,352.901,0.67686,1.10105,0.56395,0.98003,0.88493,0.80059,0.88688,0.66269,0.87694,0.79414,0.87595,0.6275,0.8704,1.71289,0.758,1.07453,0.000506049,0.000506049,0.000506049
203,354.595,0.69093,1.21472,0.58437,0.99846,0.89914,0.79179,0.88981,0.66532,0.89248,0.78592,0.879,0.62969,0.87319,1.69647,0.76025,1.07389,0.000497153,0.000497153,0.000497153
204,356.309,0.70595,1.2262,0.57815,0.99469,0.87497,0.80036,0.88301,0.66654,0.86978,0.79472,0.87559,0.62379,0.86047,1.6317,0.76795,1.05899,0.000488314,0.000488314,0.000488314
205,357.998,0.68306,1.15115,0.58674,0.98355,0.88637,0.77419,0.87711,0.66624,0.84624,0.807,0.86616,0.61115,0.85717,1.6223,0.79427,1.05781,0.000479531,0.000479531,0.000479531
206,359.76,0.83324,1.64478,0.68666,1.06418,0.86972,0.75367,0.86617,0.65673,0.82413,0.79703,0.86345,0.60412,0.86151,1.62378,0.81357,1.06144,0.000470807,0.000470807,0.000470807
207,361.457,0.69166,1.15009,0.59407,1.00231,0.87014,0.77419,0.86462,0.65234,0.85471,0.77634,0.86723,0.60365,0.85663,1.63001,0.80678,1.05983,0.000462142,0.000462142,0.000462142
208,363.11,0.68609,1.14306,0.57169,0.97801,0.84901,0.79152,0.87158,0.65352,0.84587,0.78858,0.87194,0.6119,0.86113,1.62638,0.7898,1.06054,0.000453537,0.000453537,0.000453537
209,364.824,0.69874,1.2276,0.57392,0.99294,0.86908,0.7787,0.87302,0.6556,0.86008,0.79179,0.88292,0.61223,0.87472,1.64052,0.77295,1.06818,0.000444994,0.000444994,0.000444994
210,366.59,0.67604,1.08082,0.55349,0.96067,0.86095,0.7989,0.88695,0.66637,0.84776,0.81649,0.8946,0.6177,0.88667,1.69051,0.73396,1.07678,0.000436512,0.000436512,0.000436512
211,368.28,0.69003,1.26029,0.57517,0.99545,0.85829,0.79765,0.88994,0.66353,0.85672,0.80645,0.89087,0.61936,0.8944,1.72775,0.72997,1.08411,0.000428093,0.000428093,0.000428093
212,370.009,0.73895,1.29341,0.61356,1.00789,0.86317,0.80645,0.89308,0.65975,0.85242,0.82999,0.89005,0.62139,0.90143,1.73408,0.73555,1.09023,0.000419737,0.000419737,0.000419737
213,371.704,0.72535,1.30691,0.59689,1.00097,0.88401,0.80352,0.89982,0.66383,0.87803,0.81818,0.90413,0.62947,0.89778,1.69366,0.73207,1.09206,0.000411447,0.000411447,0.000411447
214,373.395,0.66681,1.13605,0.54942,0.98738,0.8769,0.81232,0.90043,0.66133,0.88116,0.81818,0.89994,0.63305,0.9073,1.6674,0.73425,1.09678,0.000403222,0.000403222,0.000403222
215,375.054,0.6543,1.01781,0.54418,0.96862,0.88,0.81818,0.90107,0.66328,0.88316,0.82111,0.89852,0.63533,0.90423,1.64811,0.73527,1.09591,0.000395064,0.000395064,0.000395064
216,376.785,0.69484,1.16312,0.578,0.99092,0.86825,0.81168,0.89389,0.65743,0.87392,0.81306,0.89488,0.63151,0.89057,1.61104,0.75187,1.08963,0.000386973,0.000386973,0.000386973
217,378.444,0.68299,1.14862,0.56773,0.9998,0.85036,0.81525,0.88579,0.65214,0.86284,0.82698,0.89318,0.6287,0.88715,1.59957,0.7641,1.08528,0.00037895,0.00037895,0.00037895
218,380.132,0.62841,0.96635,0.52757,0.95518,0.85867,0.81232,0.88213,0.65257,0.87107,0.82405,0.89012,0.62974,0.8809,1.58618,0.76145,1.07974,0.000370997,0.000370997,0.000370997
219,381.822,0.6446,1.10881,0.55382,0.9823,0.87097,0.81818,0.8818,0.65547,0.8774,0.82405,0.88561,0.62733,0.88514,1.59541,0.75536,1.07948,0.000363114,0.000363114,0.000363114
220,383.486,0.68438,1.14185,0.56404,0.97743,0.87859,0.80645,0.88657,0.66253,0.88818,0.81525,0.88991,0.63095,0.88038,1.59018,0.74618,1.07379,0.000355301,0.000355301,0.000355301
221,385.121,0.66774,1.14211,0.58393,0.99913,0.87946,0.80352,0.88918,0.66309,0.88315,0.80645,0.88353,0.62534,0.87571,1.58505,0.74728,1.06784,0.000347561,0.000347561,0.000347561
222,386.849,0.71569,1.3598,0.60945,1.01231,0.90376,0.76833,0.88556,0.66572,0.88679,0.78886,0.88617,0.62227,0.8696,1.58776,0.74345,1.06919,0.000339893,0.000339893,0.000339893
223,388.483,0.59309,0.93399,0.51726,0.94353,0.89692,0.76546,0.88444,0.66197,0.83241,0.82111,0.87775,0.62306,0.87578,1.60064,0.74345,1.07306,0.000332298,0.000332298,0.000332298
224,390.2,0.66122,1.24209,0.5607,0.97734,0.83833,0.82405,0.88183,0.66333,0.83283,0.82111,0.87634,0.6208,0.87229,1.60479,0.74178,1.07043,0.000324778,0.000324778,0.000324778
225,391.885,0.67947,1.1507,0.57813,0.99282,0.85792,0.80938,0.88206,0.66002,0.84976,0.83284,0.88102,0.61966,0.88223,1.60609,0.73417,1.07117,0.000317333,0.000317333,0.000317333
226,393.543,0.63481,1.01449,0.52471,0.95549,0.85902,0.82698,0.88765,0.6635,0.86037,0.82991,0.88378,0.62053,0.87991,1.59224,0.72021,1.06797,0.000309964,0.000309964,0.000309964
227,395.228,0.65565,1.00631,0.52542,0.96195,0.85522,0.83146,0.89224,0.66907,0.84672,0.83871,0.88504,0.62099,0.87909,1.58891,0.70857,1.07099,0.000302672,0.000302672,0.000302672
228,396.98,0.67232,1.09864,0.54657,0.97856,0.88219,0.81247,0.89628,0.67612,0.87904,0.81232,0.89558,0.63082,0.86364,1.59615,0.69333,1.07293,0.000295457,0.000295457,0.000295457
229,398.753,0.6395,1.04508,0.52515,0.95911,0.87859,0.82405,0.89455,0.67277,0.87859,0.82405,0.90388,0.63128,0.85896,1.60603,0.69577,1.07155,0.000288321,0.000288321,0.000288321
230,400.436,0.67095,1.08863,0.54725,0.97648,0.87365,0.83133,0.89929,0.67651,0.87365,0.83133,0.90426,0.63529,0.86461,1.62306,0.69944,1.07341,0.000281264,0.000281264,0.000281264
231,402.22,0.78809,1.52892,0.64065,1.04209,0.86755,0.82598,0.889,0.66415,0.84862,0.83841,0.89949,0.62255,0.88823,1.62738,0.71189,1.07981,0.000274287,0.000274287,0.000274287
232,403.896,0.66024,1.21803,0.55621,0.98101,0.8702,0.81232,0.89247,0.66257,0.89513,0.80101,0.89872,0.62326,0.90275,1.63013,0.71738,1.08528,0.00026739,0.00026739,0.00026739
233,405.557,0.65839,1.06669,0.51759,0.96359,0.88262,0.80645,0.89038,0.65807,0.88993,0.80616,0.89116,0.61896,0.91358,1.62476,0.71944,1.09116,0.000260575,0.000260575,0.000260575
234,407.269,0.67165,1.12192,0.5471,0.97271,0.88916,0.79179,0.88509,0.65777,0.89198,0.79765,0.88845,0.6165,0.91949,1.61133,0.71896,1.09572,0.000253842,0.000253842,0.000253842
235,408.913,0.6598,1.19304,0.58136,0.98936,0.88746,0.78886,0.8882,0.66211,0.8913,0.79179,0.88825,0.62107,0.91384,1.60311,0.72054,1.09432,0.000247192,0.000247192,0.000247192
236,410.597,0.68265,1.16799,0.58161,0.99214,0.88039,0.79179,0.89205,0.6618,0.87228,0.80645,0.89061,0.62072,0.89864,1.59778,0.72264,1.08694,0.000240625,0.000240625,0.000240625
237,412.31,0.70838,1.25157,0.59893,0.99968,0.94404,0.75367,0.88797,0.66582,0.86595,0.80352,0.88555,0.6257,0.87787,1.58826,0.72091,1.07814,0.000234143,0.000234143,0.000234143
238,413.944,0.63479,1.07379,0.54492,0.96098,0.86564,0.81245,0.88879,0.66695,0.87224,0.80938,0.88634,0.62484,0.8707,1.58541,0.71845,1.07459,0.000227747,0.000227747,0.000227747
239,415.599,0.62346,1.10072,0.5313,0.9757,0.86384,0.80938,0.88658,0.66795,0.86848,0.80938,0.88628,0.62816,0.86525,1.58474,0.72295,1.07132,0.000221435,0.000221435,0.000221435
240,417.331,0.6968,1.2572,0.57713,1.00543,0.86866,0.79524,0.88652,0.66433,0.8704,0.79765,0.8846,0.62587,0.8666,1.59577,0.72535,1.07514,0.000215211,0.000215211,0.000215211
241,419.017,0.67638,1.27015,0.56005,0.99398,0.87859,0.78299,0.88839,0.66339,0.87859,0.78299,0.88841,0.62495,0.87058,1.60041,0.72411,1.07953,0.000209073,0.000209073,0.000209073
242,420.686,0.66737,1.11644,0.55401,0.99771,0.89838,0.77419,0.8835,0.66263,0.91831,0.75818,0.88548,0.62396,0.8741,1.60103,0.72894,1.08339,0.000203023,0.000203023,0.000203023
243,422.363,0.5839,0.84715,0.46747,0.92457,0.93167,0.7597,0.88356,0.65915,0.93167,0.7597,0.88535,0.62181,0.87615,1.60813,0.74412,1.08507,0.000197062,0.000197062,0.000197062
244,424.055,0.66949,1.11657,0.57176,0.99603,0.90832,0.75545,0.88261,0.6583,0.91191,0.7566,0.88465,0.6214,0.87915,1.60949,0.74807,1.08765,0.00019119,0.00019119,0.00019119
245,425.711,0.62077,1.07235,0.52443,0.9516,0.91519,0.75948,0.88049,0.657,0.91469,0.75465,0.88384,0.62225,0.8794,1.61102,0.75057,1.08858,0.000185408,0.000185408,0.000185408
246,427.397,0.62944,1.08998,0.53763,0.96322,0.91389,0.74695,0.87922,0.65454,0.91748,0.74989,0.88233,0.62334,0.88426,1.60297,0.75889,1.09458,0.000179716,0.000179716,0.000179716
247,429.106,0.68441,1.18024,0.5777,0.98756,0.81041,0.83988,0.88066,0.65736,0.80993,0.83724,0.882,0.62379,0.87831,1.59215,0.756,1.09051,0.000174115,0.000174115,0.000174115
248,430.788,0.6652,1.11511,0.54381,0.96707,0.81319,0.83284,0.88494,0.65949,0.81183,0.83506,0.88261,0.62218,0.8724,1.58711,0.7564,1.08729,0.000168606,0.000168606,0.000168606
249,432.494,0.63758,1.06834,0.53104,0.96853,0.85744,0.82902,0.89117,0.67044,0.85372,0.82991,0.88688,0.62647,0.85045,1.57718,0.74023,1.07744,0.000163189,0.000163189,0.000163189
250,434.182,0.61468,1.00364,0.5234,0.95416,0.85398,0.82325,0.89209,0.67122,0.85063,0.81831,0.8867,0.62694,0.84669,1.57743,0.738,1.07546,0.000157865,0.000157865,0.000157865
251,435.87,0.68148,1.19519,0.56156,0.99748,0.84687,0.82711,0.89159,0.67513,0.84859,0.82181,0.88644,0.62687,0.84405,1.57699,0.73489,1.07495,0.000152635,0.000152635,0.000152635
252,437.541,0.60064,0.93413,0.51967,0.94463,0.83309,0.83284,0.89035,0.67638,0.83573,0.83548,0.88933,0.63005,0.8463,1.57743,0.72954,1.07846,0.000147498,0.000147498,0.000147498
253,439.197,0.60056,0.92817,0.50098,0.94174,0.84895,0.81818,0.88915,0.67694,0.85155,0.81232,0.88434,0.63053,0.84731,1.57899,0.73109,1.07876,0.000142456,0.000142456,0.000142456
254,440.886,0.62891,1.03606,0.5331,0.96248,0.85505,0.81232,0.88858,0.67682,0.85884,0.81232,0.88663,0.63136,0.84797,1.57636,0.73234,1.07873,0.00013751,0.00013751,0.00013751
255,442.535,0.60359,0.95051,0.50646,0.94382,0.86937,0.80645,0.88881,0.67866,0.8781,0.81232,0.89125,0.63285,0.85194,1.58754,0.73002,1.08036,0.000132658,0.000132658,0.000132658
256,444.22,0.65872,1.04968,0.53119,0.98259,0.87034,0.80645,0.88934,0.67889,0.8735,0.80938,0.88631,0.6348,0.85254,1.58993,0.72884,1.07956,0.000127904,0.000127904,0.000127904
257,445.958,0.64523,1.07734,0.52492,0.96257,0.87299,0.80624,0.88998,0.68029,0.86863,0.80938,0.88273,0.63293,0.85555,1.59592,0.73168,1.08007,0.000123245,0.000123245,0.000123245
